Token	NER
imposteur	O
:	O
Ce	O
coeur	O
tout	O
indigné	O
me	O
presse	O
de	O
le	O
rendre	O
;	O

Mais	O
ma	O
gloire	O
aussitôt	O
semble	O
me	O
le	O
défendre	O
,	O
Et	O
je	O
sens	O
de	O
l'	O
orgueil	O
l'	O
impérieuse	O
loi	O
,	O
Prendre	O
,	O
malgré	O
l'	O
amour	O
,	O
trop	O
de	O
pouvoir	O
sur	O
moi	O
.	O

Quel	O
est	O
donc	O
cet	O
orgueil	O
,	O
Madame	O
,	O
qu'	O
il	O
s'	O
explique	O
,	O
Lui	O
,	O
qui	O
parle	O
si	O
fort	O
pour	O
un	O
Dieu	O
chimérique	O
.	O

La	O
gloire	O
défend-elle	O
à	O
ce	O
coeur	O
abusé	O
,	O
De	O
préférer	O
un	O
Prince	O
à	O
ce	O
Dieu	O
supposé	O
?	O

La	O
gloire	O
permet-elle	O
à	O
ma	O
flamme	O
trompée	O
,	O
Qui	O
de	O
l'	O
espoir	O
d'	O
un	O
Dieu	O
s'	O
était	O
préoccupée	O
,	O
D'	O
accepter	O
un	O
mortel	O
,	O
et	O
par	O
ce	O
changement	O
,	O
Faire	O
éclater	O
ma	O
honte	O
et	O
mon	O
aveuglement	O
?	O

Mais	O
d'	O
un	O
scrupule	O
vain	O
votre	O
gloire	O
est	O
gênée	O
:	O
On	O
vient	O
d'	O
ouvrir	O
pour	O
vous	O
le	O
temple	O
d'	O
Hyménée	O
.	O

Ah	O
!	O

Dircé	O
,	O
c'	O
est	O
ici	O
qu'	O
un	O
scrupule	O
si	O
fort	O
,	O
Pour	O
révolter	O
mon	O
coeur	O
redouble	O
son	O
effort	O
.	O

Quoi	O
j'	O
aurais	O
dit	O
partout	O
que	O
c'	O
est	O
un	O
Dieu	O
que	O
j'	O
aime	O
,	O
Et	O
je	O
pourrais	O
tomber	O
dans	O
cette	O
honte	O
extrême	O
,	O
D'	O
avouer	O
que	O
j'	O
ai	O
feint	O
d'	O
aimer	O
en	O
si	O
haut	O
lieu	O
,	O
Ou	O
dans	O
la	O
lâcheté	O
d'	O
abandonner	O
un	O
Dieu	O
?	O

Non	O
je	O
dirai	O
toujours	O
que	O
Jupiter	O
m'	O
adore	O
.	O

Je	O
l'	O
ai	O
dit	O
,	O
je	O
l'	O
ai	O
cru	O
,	O
je	O
le	O
veux	O
croire	O
encore	O
.	O

Peut-être	O
que	O
Mercure	O
avec	O
un	O
faux	O
rapport	O
...	O
Mais	O
le	O
Prince	O
paraît	O
,	O
je	O
tremble	O
à	O
son	O
abord	O
.	O

Glorieux	O
sentiments	O
,	O
dont	O
je	O
suis	O
idolâtre	O
,	O
Ramassez	O
votre	O
force	O
,	O
on	O
vient	O
pour	O
vous	O
combattre	O
;	O

Ne	O
vous	O
démentez	O
point	O
,	O
épargnez	O
à	O
mon	O
front	O
,	O
La	O
honte	O
qui	O
suivrait	O
un	O
changement	O
si	O
prompt	O
.	O

Madame	O
vous	O
savez	O
l'	O
ordre	O
de	O
votre	O
père	O
:	O
Pardonnez	O
si	O
l'	O
ardeur	O
d'	O
un	O
amour	O
téméraire	O
,	O
Se	O
laissant	O
emporter	O
au	O
dernier	O
désespoir	O
,	O
Abuse	O
contre	O
vous	O
du	O
souverain	O
pouvoir	O
.	O

Je	O
me	O
suis	O
dit	O
cent	O
fois	O
en	O
secret	O
,	O
à	O
moi-même	O
,	O
Qu'	O
il	O
faut	O
cesser	O
d'	O
aimer	O
quand	O
Jupiter	O
vous	O
aime	O
,	O
Et	O
que	O
d'	O
un	O
faible	O
amant	O
le	O
sort	O
trop	O
inégal	O
,	O
Doit	O
trembler	O
près	O
d'	O
un	O
Dieu	O
qui	O
s'	O
est	O
fait	O
mon	O
rival	O
.	O

Toutefois	O
je	O
ne	O
puis	O
lui	O
céder	O
ma	O
Princesse	O
,	O
Et	O
quand	O
trop	O
de	O
puissance	O
étonne	O
ma	O
faiblesse	O
,	O
À	O
ma	O
flamme	O
en	O
secret	O
je	O
prête	O
cet	O
appui	O
,	O
Il	O
peut	O
tout	O
,	O
il	O
est	O
Dieu	O
,	O
mais	O
j'	O
aime	O
plus	O
que	O
lui	O
,	O
Et	O
s'	O
il	O
faut	O
à	O
son	O
rang	O
céder	O
tout	O
l'	O
avantage	O
,	O
Quiconque	O
a	O
plus	O
d'	O
amour	O
mérite	O
davantage	O
.	O

Qui	O
vous	O
fait	O
présumer	O
qu'	O
il	O
aime	O
moins	O
que	O
vous	O
?	O

Mais	O
je	O
veux	O
que	O
son	O
coeur	O
ne	O
soit	O
pas	O
tout	O
à	O
nous	O
,	O
Je	O
veux	O
que	O
d'	O
autres	O
soins	O
occupent	O
sa	O
mémoire	O
;	O

Un	O
regard	O
que	O
pour	O
nous	O
il	O
dérobe	O
à	O
sa	O
gloire	O
,	O
Un	O
penser	O
détourné	O
des	O
soins	O
de	O
sa	O
grandeur	O
,	O
Un	O
seul	O
soupir	O
vaut	O
plus	O
que	O
toute	O
votre	O
ardeur	O
.	O

Ah	O
!	O

Princesse	O
,	O
l'	O
amour	O
parle	O
un	O
autre	O
langage	O
;	O

La	O
seule	O
ambition	O
touche	O
votre	O
courage	O
.	O

Quoi	O
le	O
grand	O
Jupiter	O
,	O
un	O
si	O
parfait	O
amant	O
,	O
Ne	O
peut-il	O
d'	O
un	O
coeur	O
tendre	O
être	O
aimé	O
tendrement	O
?	O

Peut-on	O
l'	O
aimer	O
ainsi	O
si	O
son	O
coeur	O
est	O
volage	O
?	O

Il	O
suffit	O
un	O
moment	O
d'	O
avoir	O
cet	O
avantage	O
:	O
Ce	O
moment	O
glorieux	O
répand	O
sur	O
l'	O
avenir	O
L'	O
éternelle	O
douceur	O
d'	O
un	O
si	O
beau	O
souvenir	O
.	O

Je	O
vous	O
perds	O
à	O
regret	O
,	O
et	O
mon	O
coeur	O
en	O
soupire	O
;	O

Je	O
sais	O
que	O
votre	O
hymen	O
me	O
promet	O
un	O
Empire	O
;	O

Mais	O
l'	O
hommage	O
d'	O
un	O
Dieu	O
,	O
fût-il	O
d'	O
un	O
seul	O
moment	O
,	O
Vaut	O
cent	O
trônes	O
offerts	O
des	O
mains	O
d'	O
un	O
autre	O
amant	O
.	O

Poussez	O
jusques	O
au	O
bout	O
cette	O
belle	O
maxime	O
:	O
Ce	O
digne	O
emportement	O
rend	O
le	O
mien	O
légitime	O
;	O

Méprisez	O
le	O
pouvoir	O
et	O
d'	O
un	O
père	O
et	O
d'	O
un	O
Roi	O
;	O

Faites	O
tout	O
pour	O
ce	O
Dieu	O
,	O
je	O
ferai	O
tout	O
pour	O
moi	O
.	O

Quoi	O
ne	O
voyez-vous	O
pas	O
le	O
Dieu	O
qui	O
vous	O
menace	O
?	O

Je	O
crains	O
peu	O
son	O
courroux	O
,	O
si	O
vous	O
me	O
faites	O
grâce	O
.	O

C'	O
est	O
vous	O
perdre	O
,	O
Seigneur	O
,	O
que	O
de	O
vous	O
secourir	O
.	O

N'	O
importe	O
,	O
je	O
ne	O
veux	O
que	O
vous	O
seule	O
et	O
mourir	O
.	O

Que	O
Jupiter	O
éclate	O
et	O
me	O
réduise	O
en	O
poudre	O
,	O
Que	O
je	O
tombe	O
à	O
vos	O
pieds	O
,	O
et	O
par	O
un	O
coup	O
de	O
foudre	O
,	O
Puis-je	O
me	O
réserver	O
pour	O
un	O
plus	O
digne	O
autel	O
?	O

Dois-je	O
échapper	O
aux	O
coups	O
de	O
ce	O
bras	O
immortel	O
?	O

Pour	O
le	O
moins	O
,	O
puisqu'	O
enfin	O
il	O
faut	O
que	O
je	O
périsse	O
,	O
Je	O
puis	O
faire	O
à	O
vos	O
yeux	O
un	O
si	O
grand	O
sacrifice	O
,	O
Que	O
le	O
plus	O
grand	O
des	O
Dieux	O
en	O
doit	O
être	O
jaloux	O
.	O

Que	O
pouvez-vous	O
pour	O
moi	O
?	O

Je	O
puis	O
mourir	O
pour	O
vous	O
,	O
Et	O
rien	O
ne	O
vaut	O
aux	O
yeux	O
de	O
mon	O
amour	O
fidèle	O
,	O
La	O
gloire	O
d'	O
une	O
mort	O
dont	O
la	O
cause	O
est	O
si	O
belle	O
:	O
Ce	O
Dieu	O
pour	O
qui	O
je	O
vois	O
qu'	O
on	O
veut	O
m'	O
abandonner	O
,	O
A-t-il	O
du	O
sang	O
à	O
perdre	O
,	O
une	O
vie	O
à	O
donner	O
?	O

Et	O
si	O
vous	O
demander	O
et	O
son	O
sang	O
et	O
sa	O
vie	O
,	O
Votre	O
Dieu	O
pourrait-il	O
contenter	O
votre	O
envie	O
?	O

Vivez	O
,	O
Prince	O
,	O
vivez	O
,	O
et	O
peut-être	O
qu'	O
un	O
jour	O
...	O
Et	O
peut-être	O
est-ce	O
là	O
l'	O
espoir	O
de	O
mon	O
amour	O
?	O

Après	O
que	O
Jupiter	O
à	O
vos	O
voeux	O
infidèle	O
,	O
Aura	O
mis	O
dans	O
son	O
coeur	O
un	O
flamme	O
nouvelle	O
,	O
Peut-être	O
alors	O
que	O
vos	O
voeux	O
ne	O
seront	O
que	O
pour	O
moi	O
.	O

Non	O
,	O
non	O
cruelle	O
,	O
il	O
faut	O
suivre	O
l'	O
ordre	O
du	O
Roi	O
;	O

Je	O
veux	O
absolument	O
achever	O
l'	O
hyménée	O
.	O

En	O
vain	O
auprès	O
du	O
Roi	O
ma	O
tendresse	O
obstinée	O
,	O
A	O
tâché	O
de	O
combattre	O
un	O
hymen	O
résolu	O
;	O

Il	O
faut	O
aller	O
au	O
temple	O
,	O
et	O
l'	O
ordre	O
est	O
absolu	O
.	O

Esclave	O
de	O
la	O
foi	O
,	O
dont	O
il	O
fait	O
son	O
idole	O
,	O
Il	O
croit	O
devoir	O
aux	O
Dieux	O
bien	O
moins	O
que	O
sa	O
parole	O
,	O
Et	O
sans	O
considérer	O
un	O
Dieu	O
fier	O
et	O
jaloux	O
,	O
Pour	O
tenir	O
sa	O
promesse	O
,	O
il	O
brave	O
son	O
courroux	O
.	O

Mais	O
que	O
prétendez-vous	O
,	O
Alcméon	O
?	O

Ah	O
!	O

Madame	O
,	O
Je	O
connais	O
tout	O
entier	O
le	O
malheur	O
de	O
ma	O
flamme	O
:	O
Mais	O
dans	O
mon	O
désespoir	O
contre	O
la	O
trahison	O
,	O
Je	O
ne	O
connais	O
ni	O
Dieu	O
,	O
ni	O
conseil	O
,	O
ni	O
raison	O
.	O

Résister	O
contre	O
un	O
Dieu	O
c'	O
est	O
une	O
audace	O
extrême	O
;	O

Mais	O
enfin	O
qu'	O
ai-je	O
à	O
craindre	O
en	O
perdant	O
ce	O
que	O
j'	O
aime	O
?	O

Si	O
je	O
lui	O
cédait	O
tout	O
,	O
par	O
la	O
peur	O
de	O
périr	O
,	O
Il	O
me	O
laisserait	O
vivre	O
,	O
et	O
je	O
cherche	O
à	O
mourir	O
.	O

Perdez	O
,	O
Prince	O
,	O
perdez	O
cette	O
funeste	O
envie	O
;	O

Conservez	O
pour	O
le	O
trône	O
une	O
si	O
belle	O
vie	O
;	O

Souffrez	O
que	O
Jupiter	O
...	O
Que	O
me	O
demandez-vous	O
?	O

En	O
gardant	O
Sémélé	O
sera-t-il	O
son	O
époux	O
?	O

Je	O
sais	O
bien	O
que	O
ce	O
Dieu	O
consacre	O
ce	O
qu'	O
il	O
aime	O
,	O
Qu'	O
au	O
sang	O
de	O
votre	O
fille	O
il	O
s'	O
attache	O
lui-même	O
;	O

Mais	O
préférez-vous	O
de	O
légères	O
amours	O
,	O
Aux	O
ardeurs	O
d'	O
un	O
mortel	O
qui	O
dureront	O
toujours	O
?	O

Mais	O
enfin	O
que	O
ce	O
Dieu	O
soit	O
constant	O
ou	O
volage	O
,	O
Je	O
l'	O
aime	O
,	O
je	O
l'	O
adore	O
,	O
en	O
faut-il	O
davantage	O
?	O

Je	O
le	O
répète	O
encor	O
,	O
n'	O
aimait-il	O
qu'	O
un	O
moment	O
,	O
Le	O
plus	O
fidèle	O
époux	O
vaut	O
moins	O
que	O
cet	O
amant	O
.	O

Au	O
moins	O
,	O
s'	O
il	O
me	O
trahit	O
,	O
si	O
je	O
perds	O
ma	O
victoire	O
,	O
Je	O
sais	O
plus	O
d'	O
un	O
moyen	O
pour	O
conserver	O
ma	O
gloire	O
,	O
Et	O
c'	O
est	O
trop	O
pour	O
venger	O
mes	O
voeux	O
humiliés	O
,	O
De	O
voir	O
un	O
seul	O
moment	O
Jupiter	O
à	O
mes	O
pieds	O
.	O

Prince	O
vous	O
la	O
voyez	O
pleine	O
de	O
cette	O
idée	O
,	O
De	O
l'	O
orgueil	O
de	O
son	O
choix	O
tellement	O
possédée	O
,	O
Qu'	O
il	O
n'	O
est	O
point	O
de	O
mortel	O
,	O
qu'	O
elle	O
veuille	O
écouter	O
,	O
Ni	O
peut-être	O
de	O
Dieu	O
s'	O
il	O
n'	O
est	O
pas	O
Jupiter	O
.	O

Laissez	O
à	O
sa	O
fierté	O
ces	O
biens	O
imaginaires	O
,	O
Ces	O
nobles	O
visions	O
,	O
ces	O
brillantes	O
chimères	O
.	O

Vous	O
,	O
portez	O
autre	O
part	O
vos	O
amoureux	O
désirs	O
,	O
L'	O
ingrate	O
ne	O
veut	O
pas	O
l'	O
honneur	O
de	O
vos	O
soupirs	O
;	O

Retirez	O
votre	O
coeur	O
des	O
mains	O
d'	O
une	O
infidèle	O
.	O

Je	O
vois	O
dans	O
vos	O
conseils	O
plus	O
d'	O
orgueil	O
que	O
de	O
zèle	O
.	O

Votre	O
fille	O
n'	O
agit	O
que	O
par	O
vos	O
mouvements	O
,	O
Elle	O
a	O
tout	O
votre	O
coeur	O
,	O
et	O
tous	O
vos	O
sentiments	O
.	O

Vous	O
croyez	O
que	O
le	O
sang	O
d'	O
une	O
race	O
divine	O
,	O
A	O
droit	O
de	O
remonter	O
jusqu'	O
à	O
son	O
origine	O
,	O
Et	O
que	O
sans	O
voir	O
l'	O
abîme	O
,	O
où	O
l'	O
orgueil	O
la	O
conduit	O
,	O
Il	O
est	O
beau	O
de	O
tomber	O
,	O
quand	O
on	O
tombe	O
avec	O
bruit	O
.	O

Le	O
Roi	O
...	O
mais	O
il	O
s'	O
avance	O
.	O

Hé	O
bien	O
se	O
rendra-t-elle	O
,	O
Cette	O
âme	O
ambitieuse	O
à	O
mes	O
lois	O
si	O
rebelle	O
!	O

Croit-elle	O
que	O
le	O
nom	O
de	O
souverain	O
des	O
Dieux	O
,	O
Que	O
ce	O
nom	O
éclatant	O
ait	O
ébloui	O
mes	O
yeux	O
?	O

Je	O
n'	O
examine	O
point	O
si	O
c'	O
est	O
histoire	O
ou	O
fable	O
,	O
Et	O
si	O
son	O
Jupiter	O
est	O
feint	O
ou	O
véritable	O
.	O

Quoi	O
qu'	O
il	O
en	O
soit	O
,	O
il	O
peut	O
user	O
de	O
son	O
pouvoir	O
;	O

Mais	O
non	O
pas	O
m'	O
empêcher	O
de	O
faire	O
mon	O
devoir	O
.	O

Venez	O
,	O
Seigneur	O
,	O
suivez	O
,	O
et	O
vous	O
aussi	O
Princesse	O
;	O

Allons	O
dedans	O
ce	O
Temple	O
accomplir	O
ma	O
promesse	O
.	O

Que	O
faites-vous	O
,	O
Seigneur	O
,	O
j'	O
embrasse	O
vos	O
genoux	O
.	O

C'	O
est	O
tout	O
perdre	O
,	O
Seigneur	O
,	O
et	O
j'	O
en	O
tremble	O
pour	O
vous	O
.	O

Voulez-vous	O
irriter	O
le	O
maître	O
du	O
tonnerre	O
?	O

Lui	O
préférez-vous	O
un	O
amant	O
de	O
la	O
terre	O
?	O

Vous	O
devez	O
à	O
ses	O
lois	O
bien	O
plus	O
qu'	O
à	O
votre	O
foi	O
.	O

Un	O
Dieu	O
peut	O
dégager	O
la	O
parole	O
d'	O
un	O
Roi	O
.	O

Par	O
lui	O
votre	O
grandeur	O
doit	O
être	O
sans	O
seconde	O
.	O

Par	O
lui	O
Thèbes	B-LOC
sera	O
la	O
maîtresse	O
du	O
monde	O
.	O

Esprits	O
ambitieux	O
que	O
vous	O
connaissez	O
mal	O
,	O
Le	O
péril	O
d'	O
un	O
amour	O
qui	O
vous	O
sera	O
fatal	O
!	O

Et	O
ne	O
savez-vous	O
pas	O
que	O
les	O
Dieux	O
infidèles	O
,	O
Au	O
gré	O
de	O
leurs	O
désirs	O
,	O
se	O
jouent	O
des	O
mortelles	O
,	O
Et	O
que	O
l'	O
illusion	O
d'	O
un	O
orgueil	O
abusé	O
,	O
D'	O
un	O
mortel	O
quelquefois	O
fait	O
un	O
Dieu	O
supposé	O
?	O

Allons	O
sans	O
plus	O
tarder	O
au	O
temple	O
d'	O
Hyménée	O
,	O
De	O
ce	O
Prince	O
à	O
la	O
vôtre	O
unir	O
la	O
destinée	O
.	O

N'	O
attend	O
rien	O
de	O
l'	O
Hymen	O
,	O
ni	O
du	O
reste	O
des	O
Dieux	O
,	O
Le	O
Ciel	O
a	O
pour	O
toi	O
tant	O
de	O
haine	O
,	O
Que	O
je	O
me	O
vois	O
forcé	O
d'	O
abandonner	O
ces	O
lieux	O
,	O
Par	O
le	O
commandement	O
d'	O
une	O
loi	O
souveraine	O
.	O

Que	O
vois-je	O
,	O
justes	O
Dieux	O
,	O
quel	O
est	O
ce	O
grand	O
courroux	O
?	O

Et	O
le	O
Temple	O
,	O
et	O
le	O
Dieu	O
,	O
tout	O
s'	O
enfuit	O
devant	O
nous	O
.	O

Et	O
je	O
vois	O
à	O
leur	O
place	O
un	O
horrible	O
spectacle	O
.	O

Dieux	O
que	O
m'	O
annoncez-vous	O
par	O
cet	O
affreux	O
miracle	O
!	O

Votre	O
perte	O
et	O
la	O
mienne	O
,	O
il	O
n'	O
en	O
faut	O
plus	O
douter	O
:	O
Des	O
coups	O
si	O
surprenants	O
partent	O
de	O
Jupiter	O
.	O

Je	O
vous	O
l'	O
ai	O
déjà	O
dit	O
,	O
c'	O
est	O
Jupiter	O
lui-même	O
,	O
Qui	O
veut	O
par	O
ses	O
efforts	O
m'	O
arracher	O
ce	O
que	O
j'	O
aime	O
.	O

Sortons	O
,	O
Seigneur	O
,	O
sortons	O
de	O
ces	O
lieux	O
pleins	O
d'	O
effroi	O
;	O

Hélas	O
!	O

Je	O
ne	O
vaux	O
pas	O
le	O
trouble	O
où	O
je	O
vous	O
vois	O
.	O

De	O
plus	O
heureux	O
destins	O
attendent	O
la	O
Princesse	O
.	O

Je	O
crains	O
peu	O
ces	O
horreurs	O
,	O
et	O
je	O
suis	O
sans	O
faiblesse	O
.	O

Jupiter	O
à	O
son	O
gré	O
,	O
ce	O
fameux	O
ravisseur	O
,	O
Peut	O
enlever	O
ma	O
fille	O
aussi	O
bien	O
que	O
ma	O
soeur	O
;	O

Mais	O
que	O
d'	O
un	O
Dieu	O
tyran	O
la	O
fureur	O
obstinée	O
,	O
S'	O
oppose	O
injustement	O
à	O
ce	O
juste	O
hyménée	O
,	O
Je	O
tiendrai	O
ma	O
parole	O
,	O
et	O
j'	O
irai	O
jusqu'	O
au	O
bout	O
.	O

Vous	O
obstinerez-vous	O
contre	O
un	O
Dieu	O
qui	O
peut	O
tout	O
?	O

Voyez	O
encor	O
l'	O
enfer	O
pour	O
rompre	O
votre	O
envie	O
,	O
De	O
ce	O
fonds	O
ténébreux	O
vomir	O
une	O
furie	O
,	O
Fuyons	O
Seigneur	O
.	O

Fuyons	O
en	O
d'	O
autres	O
lieux	O
,	O
Achever	O
cet	O
hymen	O
,	O
et	O
chercher	O
d'	O
autres	O
Dieux	O
.	O

Arrête	O
,	O
père	O
aveugle	O
,	O
où	O
mènes-tu	O
ta	O
fille	O
?	O

Ce	O
malheureux	O
hymen	O
va	O
perdre	O
ta	O
famille	O
.	O

Au	O
lieu	O
de	O
l'	O
Amitié	O
,	O
de	O
l'	O
Honneur	O
,	O
de	O
la	O
Foi	O
,	O
Qui	O
doivent	O
assister	O
à	O
l'	O
heureux	O
hyménée	O
,	O
Pour	O
unir	O
cet	O
amant	O
à	O
cette	O
infortunée	O
,	O
Tu	O
n'	O
auras	O
d'	O
autres	O
Dieux	O
que	O
moi	O
.	O

Je	O
suis	O
la	O
noire	O
Jalousie	O
,	O
Qui	O
puis	O
quand	O
je	O
le	O
veux	O
par	O
un	O
poison	O
fatal	O
,	O
Des	O
plus	O
heureux	O
amants	O
brouiller	O
la	O
fantaisie	O
:	O
Crains	O
pour	O
tous	O
deux	O
le	O
fléau	O
de	O
l'	O
amour	O
conjugal	O
.	O

Adieu	O
,	O
je	O
vais	O
semer	O
mille	O
et	O
mille	O
querelles	O
,	O
Chez	O
les	O
amants	O
les	O
plus	O
fidèles	O
.	O

Vous	O
le	O
voyez	O
Seigneur	O
tout	O
parle	O
contre	O
vous	O
.	O

Non	O
non	O
,	O
et	O
tous	O
les	O
Dieux	O
ne	O
sont	O
pas	O
contre	O
nous	O
;	O

C'	O
est	O
de	O
son	O
imposteur	O
le	O
dernier	O
artifice	O
;	O

De	O
ces	O
illusions	O
l'	O
enfer	O
est	O
le	O
complice	O
.	O

Qu'	O
il	O
arme	O
encor	O
s'	O
il	O
peut	O
le	O
Ciel	O
contre	O
mon	O
choix	O
:	O
La	O
parole	O
et	O
l'	O
honneur	O
sont	O
les	O
Dieux	O
des	O
grands	O
Rois	O
.	O

Mais	O
il	O
nous	O
reste	O
encore	O
notre	O
grande	O
Déesse	O
.	O

C'	O
est	O
à	O
toi	O
seule	O
enfin	O
Pallas	O
,	O
que	O
je	O
m'	O
adresse	O
,	O
Pour	O
unir	O
ces	O
amants	O
prête-nous	O
tes	O
Autels	O
,	O
Et	O
redouble	O
l'	O
ardeur	O
de	O
tes	O
soins	O
immortels	O
.	O

Nous	O
sommes	O
exaucés	O
,	O
malgré	O
ces	O
noirs	O
présages	O
,	O
Madame	O
je	O
la	O
vois	O
au	O
travers	O
des	O
nuages	O
;	O

La	O
Déesse	O
descend	O
,	O
et	O
sa	O
divinité	O
Fait	O
plus	O
qu'	O
à	O
l'	O
ordinaire	O
éclater	O
sa	O
fierté	O
.	O

Roi	O
de	O
Thèbes	B-LOC
en	O
vain	O
en	O
faveur	O
de	O
ta	O
fille	O
,	O
J'	O
ai	O
pressé	O
le	O
grand	O
Jupiter	O
;	O

Ce	O
Dieu	O
ne	O
veut	O
plus	O
m'	O
écouter	O
,	O
Pour	O
l'	O
intérêt	O
de	O
ta	O
famille	O
:	O
Ta	O
désobéissance	O
irrite	O
son	O
courroux	O
.	O

Roi	O
,	O
Reine	O
,	O
Prince	O
,	O
allez	O
,	O
retirez-vous	O
,	O
Dérobez	O
la	O
Princesse	O
à	O
ce	O
triste	O
Hyménée	O
:	O
C'	O
est	O
trop	O
peu	O
que	O
le	O
trône	O
il	O
lui	O
faut	O
des	O
Autels	O
;	O

La	O
hauteur	O
de	O
sa	O
destinée	O
La	O
rend	O
inaccessible	O
aux	O
soupirs	O
des	O
mortels	O
.	O

Déesse	O
,	O
j'	O
obéis	O
,	O
toute	O
ma	O
résistance	O
Ne	O
saurait	O
plus	O
tenir	O
contre	O
votre	O
présence	O
:	O
Vous	O
pouvez	O
tout	O
sur	O
nous	O
,	O
et	O
votre	O
seule	O
voix	O
Fais	O
rompre	O
sans	O
remords	O
la	O
parole	O
des	O
Rois	O
.	O

Sortez	O
donc	O
de	O
ces	O
lieux	O
qu'	O
un	O
chacun	O
se	O
retire	O
.	O

Vous	O
Princesse	O
arrêtez	O
,	O
j'	O
ai	O
beaucoup	O
à	O
vous	O
dire	O
.	O

Les	O
Dieux	O
ont	O
secondé	O
votre	O
injuste	O
rigueur	O
Cruelle	O
,	O
ils	O
doivent	O
seuls	O
achever	O
mon	O
malheur	O
,	O
Et	O
j'	O
avais	O
mérité	O
de	O
perdre	O
ce	O
que	O
j'	O
aime	O
,	O
Pour	O
la	O
haine	O
des	O
Dieux	O
,	O
et	O
non	O
pas	O
par	O
vous-même	O
.	O

Jouis	O
de	O
ta	O
fortune	O
et	O
soutiens	O
dignement	O
,	O
L'	O
illustre	O
choix	O
d'	O
un	O
Dieu	O
,	O
qui	O
s'	O
est	O
fait	O
ton	O
amant	O
.	O

Ah	O
!	O

Déesse	O
sans	O
vous	O
par	O
un	O
ordre	O
sévère	O
...	O
Mais	O
que	O
vois-je	O
?	O

Est-ce	O
vous	O
,	O
Minerve	O
ou	O
votre	O
père	O
?	O

D'	O
où	O
me	O
vient	O
tout	O
d'	O
un	O
coup	O
un	O
trouble	O
si	O
puissant	O
?	O

À	O
juger	O
des	O
transports	O
que	O
mon	O
amour	O
ressent	O
,	O
J'	O
en	O
connais	O
la	O
cause	O
,	O
et	O
si	O
je	O
l'	O
ose	O
dire	O
,	O
Ils	O
ne	O
sont	O
pas	O
de	O
ceux	O
qu'	O
une	O
Déesse	O
inspire	O
.	O

Ces	O
traits	O
me	O
sont	O
connus	O
sous	O
ce	O
déguisement	O
:	O
C'	O
est	O
Jupiter	O
lui-même	O
,	O
ou	O
du	O
moins	O
mon	O
amant	O
.	O

Princesse	O
pouvez-vous	O
séparer	O
l'	O
un	O
de	O
l'	O
autre	O
?	O

Mon	O
amour	O
est	O
trop	O
grand	O
pour	O
soupçonner	O
le	O
vôtre	O
;	O

Les	O
surprenants	O
effets	O
d'	O
un	O
merveilleux	O
pouvoir	O
,	O
Cent	O
miracles	O
d'	O
amour	O
me	O
le	O
font	O
assez	O
voir	O
.	O

Cependant	O
cet	O
amant	O
n'	O
est	O
pas	O
le	O
Dieu	O
que	O
j'	O
aime	O
,	O
Et	O
je	O
puis	O
opposer	O
Jupiter	O
à	O
lui-même	O
,	O
Puisqu'	O
un	O
Dieu	O
de	O
sa	O
part	O
,	O
dont	O
je	O
ne	O
puis	O
douter	O
,	O
M'	O
apprend	O
qu'	O
un	O
imposteur	O
s'	O
érige	O
en	O
Jupiter	O
.	O

Momus	O
m'	O
a	O
tout	O
appris	O
touchant	O
cette	O
imposture	O
:	O
Junon	O
vous	O
a	O
parlé	O
sous	O
l'	O
habit	O
de	O
Mercure	O
,	O
Et	O
pour	O
vous	O
abuser	O
me	O
traitant	O
d'	O
imposteur	O
...	O
S'	O
il	O
est	O
ainsi	O
,	O
pourquoi	O
connaissant	O
mon	O
erreur	O
,	O
Me	O
laisser	O
si	O
longtemps	O
dans	O
cette	O
incertitude	O
,	O
Et	O
livrer	O
mon	O
amour	O
à	O
tant	O
d'	O
inquiétude	O
?	O

Hélas	O
!	O

Si	O
vous	O
m'	O
aimez	O
,	O
fallait-il	O
un	O
moment	O
Laisser	O
ce	O
tendre	O
coeur	O
douter	O
de	O
son	O
amant	O
?	O

Loin	O
de	O
moi	O
d'	O
autres	O
soins	O
vous	O
occupent	O
sans	O
cesse	O
:	O
Vous	O
ne	O
voudriez	O
pas	O
pour	O
toute	O
ma	O
tendresse	O
Suspendre	O
un	O
seul	O
moment	O
votre	O
divin	O
emploi	O
;	O

Quand	O
on	O
a	O
rien	O
à	O
faire	O
alors	O
on	O
pense	O
à	O
moi	O
:	O
C'	O
est	O
le	O
sort	O
malheureux	O
d'	O
une	O
faible	O
mortelle	O
.	O

Hé	O
!	O

Ne	O
voyez-vous	O
pas	O
,	O
Princesse	O
avec	O
quel	O
zèle	O
,	O
Je	O
m'	O
oppose	O
aux	O
désirs	O
d'	O
un	O
père	O
et	O
d'	O
un	O
amant	O
:	O
Je	O
fais	O
dans	O
votre	O
Temple	O
un	O
affreux	O
changement	O
;	O

Je	O
soulève	O
l'	O
Enfer	O
,	O
je	O
descend	O
sur	O
la	O
terre	O
;	O

J'	O
abandonne	O
le	O
